VENCIMENT;STATUS                      ;TIPO    ;QUANTIDADE
02-FEB-23;Em Processamento            ;WHATSAPP;         2
02-FEB-23;Em Processamento            ;WHATSAPP;         2
02-FEB-23;Processado com suscesso     ;WHATSAPP;        71
03-FEB-23;Processado com suscesso     ;E-MAIL  ;     53698
03-FEB-23;Download da Fatura Realizado;WHATSAPP;         1
04-FEB-23;Em Processamento            ;WHATSAPP;       414
04-FEB-23;Aguardando Fatura Resumida  ;WHATSAPP;       438
04-FEB-23;Aguardando Fatura Resumida  ;WHATSAPP;       197
04-FEB-23;Processado com suscesso     ;E-MAIL  ;         4
04-FEB-23;Processado com suscesso     ;E-MAIL  ;        22
04-FEB-23;Download da Fatura Realizado;E-MAIL  ;         1
04-FEB-23;Download da Fatura Realizado;WHATSAPP;         1
04-FEB-23;Processado com suscesso     ;E-MAIL  ;         1
04-FEB-23;Processado com suscesso     ;E-MAIL  ;        23
04-FEB-23;Processado com suscesso     ;WHATSAPP;         6
04-FEB-23;Aguardando Fatura           ;E-MAIL  ;         1
04-FEB-23;Processado com suscesso     ;WHATSAPP;         1
04-FEB-23;Em Processamento            ;WHATSAPP;         9
04-FEB-23;Aguardando Fatura           ;E-MAIL  ;         2
04-FEB-23;Download da Fatura Realizado;WHATSAPP;         2
04-FEB-23;Aguardando Fatura Resumida  ;WHATSAPP;         1
04-FEB-23;Aguardando Fatura Resumida  ;WHATSAPP;         2
04-FEB-23;Processado com suscesso     ;WHATSAPP;        22
04-FEB-23;Download da Fatura Realizado;WHATSAPP;         3
05-FEB-23;Aguardando Fatura Resumida  ;WHATSAPP;         6
05-FEB-23;Em Processamento            ;WHATSAPP;         1
05-FEB-23;Processado com suscesso     ;WHATSAPP;       679
05-FEB-23;Aguardando Fatura           ;E-MAIL  ;         3
05-FEB-23;Aguardando Fatura           ;E-MAIL  ;         1
06-FEB-23;Em Processamento            ;WHATSAPP;      3205
06-FEB-23;Download da Fatura Realizado;WHATSAPP;      2786
06-FEB-23;Aguardando Fatura           ;E-MAIL  ;         1
06-FEB-23;Processado com suscesso     ;WHATSAPP;      1183
06-FEB-23;Aguardando Fatura Resumida  ;WHATSAPP;         2
06-FEB-23;Download da Fatura Realizado;WHATSAPP;         1
07-FEB-23;Em Processamento            ;WHATSAPP;       907
07-FEB-23;Aguardando Fatura           ;E-MAIL  ;       300
07-FEB-23;Aguardando Fatura           ;E-MAIL  ;        43
07-FEB-23;Aguardando Fatura           ;E-MAIL  ;       196
07-FEB-23;Em Processamento            ;WHATSAPP;        63
07-FEB-23;Aguardando Fatura           ;E-MAIL  ;         1
07-FEB-23;Processado com suscesso     ;E-MAIL  ;       257
07-FEB-23;Processado com suscesso     ;E-MAIL  ;        19
07-FEB-23;Processado com suscesso     ;E-MAIL  ;         1
07-FEB-23;Aguardando Fatura           ;E-MAIL  ;         1
08-FEB-23;Processado com suscesso     ;E-MAIL  ;        32
08-FEB-23;Em Processamento            ;WHATSAPP;        91
08-FEB-23;Aguardando Processamento    ;WHATSAPP;         1
08-FEB-23;Em Processamento            ;WHATSAPP;        20
08-FEB-23;Em Processamento            ;WHATSAPP;         1
08-FEB-23;Download da Fatura Realizado;WHATSAPP;         1
08-FEB-23;Processado com suscesso     ;E-MAIL  ;         6
09-FEB-23;Processado com suscesso     ;E-MAIL  ;      6018
09-FEB-23;Processado com suscesso     ;WHATSAPP;      2819
09-FEB-23;Aguardando Fatura           ;E-MAIL  ;       111
09-FEB-23;Em Processamento            ;WHATSAPP;         2
09-FEB-23;Processado com suscesso     ;E-MAIL  ;         1
26-JAN-23;Processado com suscesso     ;WHATSAPP;     43288
26-JAN-23;Em Processamento            ;E-MAIL  ;        15
27-JAN-23;Em Processamento            ;WHATSAPP;         1
27-JAN-23;Processado com suscesso     ;E-MAIL  ;         1
27-JAN-23;Processado com suscesso     ;E-MAIL  ;         2
29-JAN-23;Processado com suscesso     ;E-MAIL  ;         1
29-JAN-23;Aguardando Fatura           ;E-MAIL  ;        18
30-JAN-23;Processado com suscesso     ;E-MAIL  ;       313
30-JAN-23;Aguardando Fatura           ;E-MAIL  ;        32
30-JAN-23;Aguardando Fatura           ;E-MAIL  ;         2
30-JAN-23;Aguardando Fatura           ;E-MAIL  ;        23
30-JAN-23;Aguardando Fatura           ;E-MAIL  ;         1
30-JAN-23;Processado com suscesso     ;E-MAIL  ;         1
30-JAN-23;Aguardando Fatura Resumida  ;WHATSAPP;         6
01-FEB-23;Download da Fatura Realizado;WHATSAPP;        28
01-FEB-23;Processado com suscesso     ;WHATSAPP;       326
01-FEB-23;Processado com suscesso     ;WHATSAPP;        39
01-FEB-23;Download da Fatura Realizado;WHATSAPP;         2
01-FEB-23;Processado com suscesso     ;E-MAIL  ;       430
01-FEB-23;Download da Fatura Realizado;WHATSAPP;        86
01-FEB-23;Processado com suscesso     ;WHATSAPP;        33
01-FEB-23;Processado com suscesso     ;WHATSAPP;        71
01-FEB-23;Aguardando Fatura Resumida  ;WHATSAPP;         1
01-FEB-23;Em Processamento            ;WHATSAPP;         3
01-FEB-23;Download da Fatura Realizado;WHATSAPP;        34
01-FEB-23;Processado com suscesso     ;WHATSAPP;       216
01-FEB-23;Download da Fatura Realizado;WHATSAPP;        18
01-FEB-23;Processado com suscesso     ;WHATSAPP;       104
01-FEB-23;Processado com suscesso     ;E-MAIL  ;         3
01-FEB-23;Download da Fatura Realizado;WHATSAPP;         2
01-FEB-23;Aguardando Fatura Resumida  ;WHATSAPP;         2
01-FEB-23;Aguardando Fatura Resumida  ;WHATSAPP;         5
01-FEB-23;Processado com suscesso     ;WHATSAPP;       300
01-FEB-23;Download da Fatura Realizado;WHATSAPP;         1
01-FEB-23;Processado com suscesso     ;WHATSAPP;         3
01-FEB-23;Processado com suscesso     ;E-MAIL  ;        55
01-FEB-23;Processado com suscesso     ;E-MAIL  ;         2
01-FEB-23;Processado com suscesso     ;E-MAIL  ;         4
01-FEB-23;Aguardando Fatura           ;E-MAIL  ;         1
01-FEB-23;Processado com suscesso     ;E-MAIL  ;        27
01-FEB-23;Processado com suscesso     ;WHATSAPP;        38
01-FEB-23;Em Processamento            ;WHATSAPP;         1
01-FEB-23;Processado com suscesso     ;WHATSAPP;        50
01-FEB-23;Processado com suscesso     ;WHATSAPP;       621
01-FEB-23;Aguardando Fatura           ;E-MAIL  ;        18
01-FEB-23;Processado com suscesso     ;WHATSAPP;       302
01-FEB-23;Processado com suscesso     ;WHATSAPP;         8
01-FEB-23;Download da Fatura Realizado;WHATSAPP;         1
01-FEB-23;Processado com suscesso     ;WHATSAPP;        32
01-FEB-23;Processado com suscesso     ;E-MAIL  ;        12
01-FEB-23;Processado com suscesso     ;WHATSAPP;         4
01-FEB-23;Download da Fatura Realizado;WHATSAPP;         1
01-FEB-23;Processado com suscesso     ;E-MAIL  ;        10
01-FEB-23;Em Processamento            ;WHATSAPP;         1
01-FEB-23;Processado com suscesso     ;WHATSAPP;        11
01-FEB-23;Processado com suscesso     ;E-MAIL  ;        54
01-FEB-23;Processado com suscesso     ;WHATSAPP;         5
01-FEB-23;Processado com suscesso     ;WHATSAPP;        37
01-FEB-23;Processado com suscesso     ;E-MAIL  ;       490
01-FEB-23;Em Processamento            ;WHATSAPP;        17
01-FEB-23;Em Processamento            ;WHATSAPP;         2
01-FEB-23;Download da Fatura Realizado;WHATSAPP;         4
01-FEB-23;Processado com suscesso     ;E-MAIL  ;         2
01-FEB-23;Processado com suscesso     ;WHATSAPP;        22
01-FEB-23;Aguardando Fatura Resumida  ;WHATSAPP;         6
01-FEB-23;Processado com suscesso     ;E-MAIL  ;        70
01-FEB-23;Aguardando Fatura           ;E-MAIL  ;        29
01-FEB-23;Processado com suscesso     ;WHATSAPP;       561
01-FEB-23;Processado com suscesso     ;WHATSAPP;         5
01-FEB-23;Processado com suscesso     ;E-MAIL  ;      2488
01-FEB-23;Download da Fatura Realizado;WHATSAPP;        50
01-FEB-23;Processado com suscesso     ;E-MAIL  ;        48
02-FEB-23;Processado com suscesso     ;E-MAIL  ;      2675
02-FEB-23;Download da Fatura Realizado;WHATSAPP;       520
02-FEB-23;Em Processamento            ;WHATSAPP;        58
02-FEB-23;Aguardando Fatura Resumida  ;WHATSAPP;         1
02-FEB-23;Processado com suscesso     ;WHATSAPP;        14
02-FEB-23;Download da Fatura Realizado;WHATSAPP;         6
02-FEB-23;Em Processamento            ;WHATSAPP;         3
02-FEB-23;Processado com suscesso     ;E-MAIL  ;         7
02-FEB-23;Aguardando Fatura Resumida  ;WHATSAPP;         1
02-FEB-23;Processado com suscesso     ;WHATSAPP;         4
02-FEB-23;Aguardando Fatura           ;E-MAIL  ;         1
02-FEB-23;Aguardando Fatura           ;E-MAIL  ;         2
02-FEB-23;Download da Fatura Realizado;WHATSAPP;         4
02-FEB-23;Processado com suscesso     ;E-MAIL  ;       216
03-FEB-23;Processado com suscesso     ;E-MAIL  ;         2
03-FEB-23;Processado com suscesso     ;E-MAIL  ;         7
04-FEB-23;Aguardando Fatura Resumida  ;WHATSAPP;       217
04-FEB-23;Aguardando Fatura Resumida  ;WHATSAPP;       251
04-FEB-23;Aguardando Fatura           ;E-MAIL  ;         1
04-FEB-23;Em Processamento            ;WHATSAPP;         3
04-FEB-23;Processado com suscesso     ;E-MAIL  ;      1129
04-FEB-23;Processado com suscesso     ;WHATSAPP;       141
04-FEB-23;Processado com suscesso     ;E-MAIL  ;       159
04-FEB-23;Processado com suscesso     ;WHATSAPP;        28
04-FEB-23;Processado com suscesso     ;E-MAIL  ;        17
04-FEB-23;Aguardando Fatura           ;E-MAIL  ;         2
04-FEB-23;Download da Fatura Realizado;WHATSAPP;         6
04-FEB-23;Aguardando Fatura           ;E-MAIL  ;         1
05-FEB-23;Download da Fatura Realizado;WHATSAPP;         1
05-FEB-23;Processado com suscesso     ;E-MAIL  ;         1
05-FEB-23;Processado com suscesso     ;WHATSAPP;        16
05-FEB-23;Download da Fatura Realizado;WHATSAPP;        16
05-FEB-23;Processado com suscesso     ;WHATSAPP;        22
05-FEB-23;Processado com suscesso     ;E-MAIL  ;       369
05-FEB-23;Download da Fatura Realizado;WHATSAPP;         8
05-FEB-23;Processado com suscesso     ;E-MAIL  ;         2
05-FEB-23;Processado com suscesso     ;E-MAIL  ;        10
06-FEB-23;Em Processamento            ;WHATSAPP;        52
06-FEB-23;Download da Fatura Realizado;WHATSAPP;         3
06-FEB-23;Processado com suscesso     ;E-MAIL  ;         4
06-FEB-23;Processado com suscesso     ;WHATSAPP;        10
06-FEB-23;Download da Fatura Realizado;WHATSAPP;         1
06-FEB-23;Aguardando Fatura           ;E-MAIL  ;         2
07-FEB-23;Processado com suscesso     ;E-MAIL  ;     18917
07-FEB-23;Em Processamento            ;WHATSAPP;       219
07-FEB-23;Aguardando Fatura Resumida  ;WHATSAPP;         1
07-FEB-23;Em Processamento            ;WHATSAPP;         3
07-FEB-23;Aguardando Fatura           ;E-MAIL  ;         7
07-FEB-23;Aguardando Fatura           ;E-MAIL  ;      2781
07-FEB-23;Aguardando Fatura Resumida  ;WHATSAPP;        12
07-FEB-23;Processado com suscesso     ;WHATSAPP;        10
07-FEB-23;Processado com suscesso     ;WHATSAPP;         2
07-FEB-23;Aguardando Fatura           ;E-MAIL  ;         2
07-FEB-23;Processado com suscesso     ;E-MAIL  ;        11
07-FEB-23;Processado com suscesso     ;WHATSAPP;        74
07-FEB-23;Download da Fatura Realizado;WHATSAPP;         1
07-FEB-23;Processado com suscesso     ;E-MAIL  ;         2
07-FEB-23;Processado com suscesso     ;WHATSAPP;         1
08-FEB-23;Aguardando Fatura           ;E-MAIL  ;      3009
08-FEB-23;Aguardando Fatura           ;E-MAIL  ;      5502
08-FEB-23;Em Processamento            ;WHATSAPP;         9
08-FEB-23;Aguardando Fatura           ;E-MAIL  ;         9
08-FEB-23;Aguardando Processamento    ;WHATSAPP;        12
08-FEB-23;Aguardando Fatura           ;E-MAIL  ;       242
08-FEB-23;Processado com suscesso     ;E-MAIL  ;        29
08-FEB-23;Processado com suscesso     ;E-MAIL  ;         1
09-FEB-23;Em Processamento            ;WHATSAPP;       438
09-FEB-23;Aguardando Fatura Resumida  ;WHATSAPP;        14
09-FEB-23;Processado com suscesso     ;E-MAIL  ;         1
